Year,Year ending,Local Government Area,Location Division,Location Subdivision,Location Group,Incidents Recorded
2021,June,Yarra,3 Other,38 Recreational,384 Sport Area/Facility,26
2021,June,Yarra,3 Other,38 Recreational,385 Gaming Venue,5
2021,June,Yarra,3 Other,38 Recreational,386 Other Rec./Sports,21
2021,June,Yarra,3 Other,39 Other location,391 Brothel/Sexual Services Premises,1
2021,June,Yarra,3 Other,39 Other location,392 Other Location (Not Elsewhere),120
2021,June,Yarra,3 Other,39 Other location,393 Construction Site,32
2021,June,Yarra,3 Other,39 Other location,394 Veterinary Clinic,2
2021,June,Yarra Ranges,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,89
2021,June,Yarra Ranges,1 Residential,11 Dwelling - private,112 House,1766
2021,June,Yarra Ranges,1 Residential,11 Dwelling - private,113 Bungalow,15
2021,June,Yarra Ranges,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,12
2021,June,Yarra Ranges,1 Residential,11 Dwelling - private,115 Houseboat,1
2021,June,Yarra Ranges,1 Residential,11 Dwelling - private,116 Ministry Of Housing,15
2021,June,Yarra Ranges,1 Residential,11 Dwelling - private,117 Farm House,7
2021,June,Yarra Ranges,1 Residential,12 Dwelling  - non-private,121 Boarding House,23
2021,June,Yarra Ranges,1 Residential,12 Dwelling  - non-private,122 Holiday Home,5
2021,June,Yarra Ranges,1 Residential,12 Dwelling  - non-private,123 Guest House,2
2021,June,Yarra Ranges,1 Residential,12 Dwelling  - non-private,124 Nursing Home,16
2021,June,Yarra Ranges,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,65
2021,June,Yarra Ranges,1 Residential,12 Dwelling  - non-private,127 Other Dwelling,12
2021,June,Yarra Ranges,1 Residential,13 Grounds/surrounding land,1310 Farm Building,9
2021,June,Yarra Ranges,1 Residential,13 Grounds/surrounding land,132 Backyard,51
2021,June,Yarra Ranges,1 Residential,13 Grounds/surrounding land,133 Frontyard,169
2021,June,Yarra Ranges,1 Residential,13 Grounds/surrounding land,134 Garage,49
2021,June,Yarra Ranges,1 Residential,13 Grounds/surrounding land,135 Shed,40
2021,June,Yarra Ranges,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,18
2021,June,Yarra Ranges,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),18
2021,June,Yarra Ranges,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,298
2021,June,Yarra Ranges,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,6
2021,June,Yarra Ranges,2 Community,21 Education,211 School,79
2021,June,Yarra Ranges,2 Community,21 Education,212 School Grounds,29
2021,June,Yarra Ranges,2 Community,21 Education,213 Other Educational,11
2021,June,Yarra Ranges,2 Community,22 Health,221 Hospital,2
2021,June,Yarra Ranges,2 Community,22 Health,222 Medical Centre,6
2021,June,Yarra Ranges,2 Community,22 Health,223 Dental,1
2021,June,Yarra Ranges,2 Community,22 Health,224 Other Health,8
2021,June,Yarra Ranges,2 Community,23 Religious,231 Church,15
2021,June,Yarra Ranges,2 Community,23 Religious,232 Other religious,5
2021,June,Yarra Ranges,2 Community,24 Public Transport,241 Train,4
2021,June,Yarra Ranges,2 Community,24 Public Transport,242 Train Station,98
2021,June,Yarra Ranges,2 Community,24 Public Transport,243 Railway Carpark,15
2021,June,Yarra Ranges,2 Community,24 Public Transport,245 Bus/Bus Stop,10
2021,June,Yarra Ranges,2 Community,24 Public Transport,246 Depot/Terminal,1
2021,June,Yarra Ranges,2 Community,24 Public Transport,249 Taxi,2
2021,June,Yarra Ranges,2 Community,25 Other Transport,251 Private Car,35
2021,June,Yarra Ranges,2 Community,25 Other Transport,255 Carpark (Single Level),159
2021,June,Yarra Ranges,2 Community,25 Other Transport,256 Carpark (Multi Level),6
2021,June,Yarra Ranges,2 Community,25 Other Transport,257 Other Transport Type/Area,5
2021,June,Yarra Ranges,2 Community,26 Justice,261 Police Station,36
2021,June,Yarra Ranges,2 Community,26 Justice,264 Youth Training Centre,1
2021,June,Yarra Ranges,2 Community,26 Justice,265 Other Justice Facility,3
2021,June,Yarra Ranges,2 Community,27 Open Space,271 Parkland/Reserve,145
2021,June,Yarra Ranges,2 Community,27 Open Space,272 Rural,15
2021,June,Yarra Ranges,2 Community,27 Open Space,273 Vacant Block,1
2021,June,Yarra Ranges,2 Community,27 Open Space,275 Other Open Space,30
2021,June,Yarra Ranges,2 Community,28 Street/footpath,281 Street/Lane/Footpath,1161
2021,June,Yarra Ranges,2 Community,29 Other community location,291 Cemetery,1
2021,June,Yarra Ranges,2 Community,29 Other community location,292 Civic Centre,11
2021,June,Yarra Ranges,2 Community,29 Other community location,294 Car Wash,5
2021,June,Yarra Ranges,3 Other,31 Admin/professional,311 Business Office,24
2021,June,Yarra Ranges,3 Other,31 Admin/professional,312 Other Admin/Professional,11
2021,June,Yarra Ranges,3 Other,32 Financial,321 Bank,5
2021,June,Yarra Ranges,3 Other,32 Financial,323 ATM/Eftpos,1
2021,June,Yarra Ranges,3 Other,33 Retail,331 Chemist/Pharmacy,22
2021,June,Yarra Ranges,3 Other,33 Retail,3310 24Hr Convenience,29
2021,June,Yarra Ranges,3 Other,33 Retail,3311 Restaurant/Fastfood,92
2021,June,Yarra Ranges,3 Other,33 Retail,3312 Other Retail,207
2021,June,Yarra Ranges,3 Other,33 Retail,332 Service Station,122
2021,June,Yarra Ranges,3 Other,33 Retail,333 Jeweller,4
2021,June,Yarra Ranges,3 Other,33 Retail,335 Supermarket,99
2021,June,Yarra Ranges,3 Other,33 Retail,336 Department Store,13
2021,June,Yarra Ranges,3 Other,33 Retail,337 Shopping Complex,98
2021,June,Yarra Ranges,3 Other,33 Retail,338 Car Sales Yard,18
2021,June,Yarra Ranges,3 Other,33 Retail,339 Milkbar,3
2021,June,Yarra Ranges,3 Other,34 Wholesale,341 Any Wholesale,5
2021,June,Yarra Ranges,3 Other,35 Warehousing/storage,351 Warehousing/Storage,20
2021,June,Yarra Ranges,3 Other,36 Manufacturing,361 Factory,42
2021,June,Yarra Ranges,3 Other,36 Manufacturing,362 Any Manufacturing,5
2021,June,Yarra Ranges,3 Other,37 Agricultural,371 Farmland/Agricultural,20
2021,June,Yarra Ranges,3 Other,37 Agricultural,372 Orchard,1
2021,June,Yarra Ranges,3 Other,37 Agricultural,373 Other Agricultural,10
2021,June,Yarra Ranges,3 Other,38 Recreational,381 Licensed Premises,68
2021,June,Yarra Ranges,3 Other,38 Recreational,383 Cinema,1
2021,June,Yarra Ranges,3 Other,38 Recreational,384 Sport Area/Facility,42
2021,June,Yarra Ranges,3 Other,38 Recreational,385 Gaming Venue,6
2021,June,Yarra Ranges,3 Other,38 Recreational,386 Other Rec./Sports,28
2021,June,Yarra Ranges,3 Other,39 Other location,392 Other Location (Not Elsewhere),119
2021,June,Yarra Ranges,3 Other,39 Other location,393 Construction Site,13
2021,June,Yarriambiack,1 Residential,11 Dwelling - private,112 House,110
2021,June,Yarriambiack,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,5
2021,June,Yarriambiack,1 Residential,11 Dwelling - private,117 Farm House,1
2021,June,Yarriambiack,1 Residential,12 Dwelling  - non-private,124 Nursing Home,1
2021,June,Yarriambiack,1 Residential,12 Dwelling  - non-private,127 Other Dwelling,1
2021,June,Yarriambiack,1 Residential,13 Grounds/surrounding land,1310 Farm Building,3
2021,June,Yarriambiack,1 Residential,13 Grounds/surrounding land,132 Backyard,5
2021,June,Yarriambiack,1 Residential,13 Grounds/surrounding land,133 Frontyard,6
2021,June,Yarriambiack,1 Residential,13 Grounds/surrounding land,134 Garage,1
2021,June,Yarriambiack,1 Residential,13 Grounds/surrounding land,135 Shed,6
2021,June,Yarriambiack,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),2
2021,June,Yarriambiack,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,5
2021,June,Yarriambiack,2 Community,21 Education,211 School,2
2021,June,Yarriambiack,2 Community,21 Education,212 School Grounds,1
2021,June,Yarriambiack,2 Community,22 Health,221 Hospital,2
2021,June,Yarriambiack,2 Community,22 Health,224 Other Health,2
2021,June,Yarriambiack,2 Community,23 Religious,231 Church,1
2021,June,Yarriambiack,2 Community,24 Public Transport,242 Train Station,1
2021,June,Yarriambiack,2 Community,24 Public Transport,245 Bus/Bus Stop,1
2021,June,Yarriambiack,2 Community,26 Justice,261 Police Station,1
2021,June,Yarriambiack,2 Community,27 Open Space,271 Parkland/Reserve,5
2021,June,Yarriambiack,2 Community,27 Open Space,273 Vacant Block,1
2021,June,Yarriambiack,2 Community,27 Open Space,274 Beach Foreshore,1
2021,June,Yarriambiack,2 Community,27 Open Space,275 Other Open Space,1
2021,June,Yarriambiack,2 Community,28 Street/footpath,281 Street/Lane/Footpath,52
2021,June,Yarriambiack,3 Other,33 Retail,3311 Restaurant/Fastfood,1
2021,June,Yarriambiack,3 Other,33 Retail,3312 Other Retail,3
2021,June,Yarriambiack,3 Other,33 Retail,332 Service Station,3
2021,June,Yarriambiack,3 Other,33 Retail,335 Supermarket,10
2021,June,Yarriambiack,3 Other,33 Retail,336 Department Store,2
2021,June,Yarriambiack,3 Other,35 Warehousing/storage,351 Warehousing/Storage,1
2021,June,Yarriambiack,3 Other,37 Agricultural,371 Farmland/Agricultural,24
2021,June,Yarriambiack,3 Other,37 Agricultural,373 Other Agricultural,3
2021,June,Yarriambiack,3 Other,38 Recreational,381 Licensed Premises,4
2021,June,Yarriambiack,3 Other,38 Recreational,384 Sport Area/Facility,4
2021,June,Yarriambiack,3 Other,38 Recreational,386 Other Rec./Sports,1
2021,June,Yarriambiack,3 Other,39 Other location,392 Other Location (Not Elsewhere),7
2020,June,Alpine,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,1
2020,June,Alpine,1 Residential,11 Dwelling - private,112 House,104
2020,June,Alpine,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,3
2020,June,Alpine,1 Residential,11 Dwelling - private,117 Farm House,3
2020,June,Alpine,1 Residential,12 Dwelling  - non-private,122 Holiday Home,5
2020,June,Alpine,1 Residential,12 Dwelling  - non-private,124 Nursing Home,1
2020,June,Alpine,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,9
2020,June,Alpine,1 Residential,12 Dwelling  - non-private,127 Other Dwelling,2
2020,June,Alpine,1 Residential,13 Grounds/surrounding land,1310 Farm Building,1
2020,June,Alpine,1 Residential,13 Grounds/surrounding land,132 Backyard,4
2020,June,Alpine,1 Residential,13 Grounds/surrounding land,133 Frontyard,8
2020,June,Alpine,1 Residential,13 Grounds/surrounding land,134 Garage,4
2020,June,Alpine,1 Residential,13 Grounds/surrounding land,135 Shed,4
2020,June,Alpine,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),1
2020,June,Alpine,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,29
2020,June,Alpine,2 Community,21 Education,211 School,5
2020,June,Alpine,2 Community,21 Education,212 School Grounds,5
2020,June,Alpine,2 Community,22 Health,221 Hospital,2
2020,June,Alpine,2 Community,23 Religious,231 Church,3
2020,June,Alpine,2 Community,24 Public Transport,246 Depot/Terminal,1
2020,June,Alpine,2 Community,25 Other Transport,255 Carpark (Single Level),6
2020,June,Alpine,2 Community,25 Other Transport,257 Other Transport Type/Area,1
2020,June,Alpine,2 Community,26 Justice,262 Court,10
2020,June,Alpine,2 Community,27 Open Space,271 Parkland/Reserve,8
2020,June,Alpine,2 Community,27 Open Space,272 Rural,10
2020,June,Alpine,2 Community,27 Open Space,275 Other Open Space,6
2020,June,Alpine,2 Community,28 Street/footpath,281 Street/Lane/Footpath,95
2020,June,Alpine,2 Community,29 Other community location,294 Car Wash,1
2020,June,Alpine,3 Other,31 Admin/professional,311 Business Office,3
2020,June,Alpine,3 Other,31 Admin/professional,312 Other Admin/Professional,1
2020,June,Alpine,3 Other,33 Retail,3311 Restaurant/Fastfood,10
2020,June,Alpine,3 Other,33 Retail,3312 Other Retail,12
2020,June,Alpine,3 Other,33 Retail,332 Service Station,8
2020,June,Alpine,3 Other,33 Retail,335 Supermarket,13
2020,June,Alpine,3 Other,33 Retail,336 Department Store,2
2020,June,Alpine,3 Other,33 Retail,337 Shopping Complex,1
2020,June,Alpine,3 Other,33 Retail,338 Car Sales Yard,2
2020,June,Alpine,3 Other,36 Manufacturing,361 Factory,1
2020,June,Alpine,3 Other,37 Agricultural,371 Farmland/Agricultural,7
2020,June,Alpine,3 Other,37 Agricultural,373 Other Agricultural,6
2020,June,Alpine,3 Other,38 Recreational,381 Licensed Premises,7
2020,June,Alpine,3 Other,38 Recreational,386 Other Rec./Sports,7
2020,June,Alpine,3 Other,39 Other location,392 Other Location (Not Elsewhere),12
2020,June,Alpine,3 Other,39 Other location,393 Construction Site,1
2020,June,Ararat,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,25
2020,June,Ararat,1 Residential,11 Dwelling - private,112 House,288
2020,June,Ararat,1 Residential,11 Dwelling - private,113 Bungalow,8
2020,June,Ararat,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,2
2020,June,Ararat,1 Residential,11 Dwelling - private,116 Ministry Of Housing,2
2020,June,Ararat,1 Residential,11 Dwelling - private,117 Farm House,6
2020,June,Ararat,1 Residential,12 Dwelling  - non-private,121 Boarding House,1
2020,June,Ararat,1 Residential,12 Dwelling  - non-private,124 Nursing Home,3
2020,June,Ararat,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,10
2020,June,Ararat,1 Residential,12 Dwelling  - non-private,127 Other Dwelling,2
2020,June,Ararat,1 Residential,13 Grounds/surrounding land,1310 Farm Building,6
2020,June,Ararat,1 Residential,13 Grounds/surrounding land,132 Backyard,29
2020,June,Ararat,1 Residential,13 Grounds/surrounding land,133 Frontyard,38
2020,June,Ararat,1 Residential,13 Grounds/surrounding land,134 Garage,7
2020,June,Ararat,1 Residential,13 Grounds/surrounding land,135 Shed,16
2020,June,Ararat,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,1
2020,June,Ararat,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),7
2020,June,Ararat,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,19
2020,June,Ararat,2 Community,21 Education,211 School,4
2020,June,Ararat,2 Community,21 Education,212 School Grounds,2
2020,June,Ararat,2 Community,21 Education,213 Other Educational,2
2020,June,Ararat,2 Community,22 Health,221 Hospital,3
2020,June,Ararat,2 Community,22 Health,222 Medical Centre,1
2020,June,Ararat,2 Community,22 Health,224 Other Health,4
2020,June,Ararat,2 Community,23 Religious,231 Church,2
2020,June,Ararat,2 Community,25 Other Transport,251 Private Car,6
2020,June,Ararat,2 Community,25 Other Transport,255 Carpark (Single Level),12
2020,June,Ararat,2 Community,25 Other Transport,257 Other Transport Type/Area,2
2020,June,Ararat,2 Community,26 Justice,261 Police Station,11
2020,June,Ararat,2 Community,26 Justice,262 Court,23
2020,June,Ararat,2 Community,26 Justice,265 Other Justice Facility,1
2020,June,Ararat,2 Community,27 Open Space,271 Parkland/Reserve,20
2020,June,Ararat,2 Community,27 Open Space,272 Rural,10
2020,June,Ararat,2 Community,27 Open Space,273 Vacant Block,1
2020,June,Ararat,2 Community,27 Open Space,275 Other Open Space,9
2020,June,Ararat,2 Community,28 Street/footpath,281 Street/Lane/Footpath,183
2020,June,Ararat,2 Community,29 Other community location,292 Civic Centre,5
2020,June,Ararat,2 Community,29 Other community location,294 Car Wash,1
2020,June,Ararat,3 Other,31 Admin/professional,311 Business Office,1
2020,June,Ararat,3 Other,31 Admin/professional,312 Other Admin/Professional,2
2020,June,Ararat,3 Other,32 Financial,321 Bank,3
2020,June,Ararat,3 Other,33 Retail,331 Chemist/Pharmacy,1
2020,June,Ararat,3 Other,33 Retail,3310 24Hr Convenience,5
2020,June,Ararat,3 Other,33 Retail,3311 Restaurant/Fastfood,5
2020,June,Ararat,3 Other,33 Retail,3312 Other Retail,17
2020,June,Ararat,3 Other,33 Retail,332 Service Station,22
2020,June,Ararat,3 Other,33 Retail,333 Jeweller,1
2020,June,Ararat,3 Other,33 Retail,334 2nd Hand Dealer,1
2020,June,Ararat,3 Other,33 Retail,335 Supermarket,26
2020,June,Ararat,3 Other,33 Retail,336 Department Store,4
2020,June,Ararat,3 Other,33 Retail,337 Shopping Complex,1
2020,June,Ararat,3 Other,33 Retail,338 Car Sales Yard,3
2020,June,Ararat,3 Other,33 Retail,339 Milkbar,1
2020,June,Ararat,3 Other,35 Warehousing/storage,351 Warehousing/Storage,3
2020,June,Ararat,3 Other,36 Manufacturing,361 Factory,2
2020,June,Ararat,3 Other,36 Manufacturing,362 Any Manufacturing,2
2020,June,Ararat,3 Other,37 Agricultural,371 Farmland/Agricultural,29
2020,June,Ararat,3 Other,37 Agricultural,373 Other Agricultural,4
2020,June,Ararat,3 Other,38 Recreational,381 Licensed Premises,18
2020,June,Ararat,3 Other,38 Recreational,383 Cinema,1
2020,June,Ararat,3 Other,38 Recreational,384 Sport Area/Facility,6
2020,June,Ararat,3 Other,38 Recreational,386 Other Rec./Sports,6
2020,June,Ararat,3 Other,39 Other location,392 Other Location (Not Elsewhere),17
2020,June,Ballarat,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,225
2020,June,Ballarat,1 Residential,11 Dwelling - private,112 House,2158
2020,June,Ballarat,1 Residential,11 Dwelling - private,113 Bungalow,10
2020,June,Ballarat,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,8
2020,June,Ballarat,1 Residential,11 Dwelling - private,115 Houseboat,2
2020,June,Ballarat,1 Residential,11 Dwelling - private,116 Ministry Of Housing,26
2020,June,Ballarat,1 Residential,11 Dwelling - private,117 Farm House,5
2020,June,Ballarat,1 Residential,12 Dwelling  - non-private,121 Boarding House,18
2020,June,Ballarat,1 Residential,12 Dwelling  - non-private,122 Holiday Home,2
2020,June,Ballarat,1 Residential,12 Dwelling  - non-private,123 Guest House,7
2020,June,Ballarat,1 Residential,12 Dwelling  - non-private,124 Nursing Home,15
2020,June,Ballarat,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,32
2020,June,Ballarat,1 Residential,12 Dwelling  - non-private,127 Other Dwelling,12
2020,June,Ballarat,1 Residential,13 Grounds/surrounding land,1310 Farm Building,3
2020,June,Ballarat,1 Residential,13 Grounds/surrounding land,132 Backyard,71
2020,June,Ballarat,1 Residential,13 Grounds/surrounding land,133 Frontyard,219
2020,June,Ballarat,1 Residential,13 Grounds/surrounding land,134 Garage,97
2020,June,Ballarat,1 Residential,13 Grounds/surrounding land,135 Shed,65
2020,June,Ballarat,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,43
2020,June,Ballarat,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),44
2020,June,Ballarat,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,466
2020,June,Ballarat,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,11
2020,June,Ballarat,2 Community,21 Education,211 School,54
2020,June,Ballarat,2 Community,21 Education,212 School Grounds,32
2020,June,Ballarat,2 Community,21 Education,213 Other Educational,25
2020,June,Ballarat,2 Community,22 Health,221 Hospital,35
2020,June,Ballarat,2 Community,22 Health,222 Medical Centre,10
2020,June,Ballarat,2 Community,22 Health,224 Other Health,16
2020,June,Ballarat,2 Community,23 Religious,231 Church,9
2020,June,Ballarat,2 Community,23 Religious,232 Other religious,1
2020,June,Ballarat,2 Community,24 Public Transport,241 Train,4
2020,June,Ballarat,2 Community,24 Public Transport,242 Train Station,52
2020,June,Ballarat,2 Community,24 Public Transport,243 Railway Carpark,56
2020,June,Ballarat,2 Community,24 Public Transport,245 Bus/Bus Stop,32
2020,June,Ballarat,2 Community,24 Public Transport,248 Office (Public transport office Only),1
2020,June,Ballarat,2 Community,24 Public Transport,249 Taxi,3
2020,June,Ballarat,2 Community,25 Other Transport,251 Private Car,12
2020,June,Ballarat,2 Community,25 Other Transport,252 Airfield,3
2020,June,Ballarat,2 Community,25 Other Transport,255 Carpark (Single Level),304
2020,June,Ballarat,2 Community,25 Other Transport,256 Carpark (Multi Level),23
2020,June,Ballarat,2 Community,25 Other Transport,257 Other Transport Type/Area,11
2020,June,Ballarat,2 Community,26 Justice,261 Police Station,58
2020,June,Ballarat,2 Community,26 Justice,262 Court,165
2020,June,Ballarat,2 Community,26 Justice,265 Other Justice Facility,1
2020,June,Ballarat,2 Community,27 Open Space,271 Parkland/Reserve,94
2020,June,Ballarat,2 Community,27 Open Space,272 Rural,15
2020,June,Ballarat,2 Community,27 Open Space,273 Vacant Block,8
2020,June,Ballarat,2 Community,27 Open Space,275 Other Open Space,40
2020,June,Ballarat,2 Community,28 Street/footpath,281 Street/Lane/Footpath,1594
2020,June,Ballarat,2 Community,29 Other community location,291 Cemetery,4
2020,June,Ballarat,2 Community,29 Other community location,292 Civic Centre,4
2020,June,Ballarat,2 Community,29 Other community location,293 Gallery,1
2020,June,Ballarat,2 Community,29 Other community location,294 Car Wash,4
2020,June,Ballarat,3 Other,31 Admin/professional,311 Business Office,58
2020,June,Ballarat,3 Other,31 Admin/professional,312 Other Admin/Professional,10
2020,June,Ballarat,3 Other,32 Financial,321 Bank,10
2020,June,Ballarat,3 Other,32 Financial,324 Other Financial,2
2020,June,Ballarat,3 Other,33 Retail,331 Chemist/Pharmacy,29
2020,June,Ballarat,3 Other,33 Retail,3310 24Hr Convenience,17
2020,June,Ballarat,3 Other,33 Retail,3311 Restaurant/Fastfood,73
2020,June,Ballarat,3 Other,33 Retail,3312 Other Retail,307
2020,June,Ballarat,3 Other,33 Retail,332 Service Station,435
2020,June,Ballarat,3 Other,33 Retail,333 Jeweller,3
2020,June,Ballarat,3 Other,33 Retail,334 2nd Hand Dealer,5
2020,June,Ballarat,3 Other,33 Retail,335 Supermarket,203
2020,June,Ballarat,3 Other,33 Retail,336 Department Store,76
2020,June,Ballarat,3 Other,33 Retail,337 Shopping Complex,211
2020,June,Ballarat,3 Other,33 Retail,338 Car Sales Yard,38
2020,June,Ballarat,3 Other,33 Retail,339 Milkbar,7
2020,June,Ballarat,3 Other,34 Wholesale,341 Any Wholesale,5
2020,June,Ballarat,3 Other,35 Warehousing/storage,351 Warehousing/Storage,29
2020,June,Ballarat,3 Other,36 Manufacturing,361 Factory,30
2020,June,Ballarat,3 Other,36 Manufacturing,362 Any Manufacturing,6
2020,June,Ballarat,3 Other,37 Agricultural,371 Farmland/Agricultural,22
2020,June,Ballarat,3 Other,37 Agricultural,372 Orchard,1
2020,June,Ballarat,3 Other,37 Agricultural,373 Other Agricultural,6
2020,June,Ballarat,3 Other,38 Recreational,381 Licensed Premises,106
2020,June,Ballarat,3 Other,38 Recreational,383 Cinema,1
2020,June,Ballarat,3 Other,38 Recreational,384 Sport Area/Facility,46
2020,June,Ballarat,3 Other,38 Recreational,385 Gaming Venue,14
2020,June,Ballarat,3 Other,38 Recreational,386 Other Rec./Sports,33
2020,June,Ballarat,3 Other,39 Other location,392 Other Location (Not Elsewhere),105
2020,June,Ballarat,3 Other,39 Other location,393 Construction Site,28
2020,June,Ballarat,3 Other,39 Other location,394 Veterinary Clinic,2
2020,June,Banyule,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,391
2020,June,Banyule,1 Residential,11 Dwelling - private,112 House,1754
2020,June,Banyule,1 Residential,11 Dwelling - private,113 Bungalow,3
2020,June,Banyule,1 Residential,11 Dwelling - private,116 Ministry Of Housing,44
2020,June,Banyule,1 Residential,11 Dwelling - private,117 Farm House,2
2020,June,Banyule,1 Residential,12 Dwelling  - non-private,121 Boarding House,8
2020,June,Banyule,1 Residential,12 Dwelling  - non-private,122 Holiday Home,3
2020,June,Banyule,1 Residential,12 Dwelling  - non-private,123 Guest House,1
2020,June,Banyule,1 Residential,12 Dwelling  - non-private,124 Nursing Home,12
2020,June,Banyule,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,10
2020,June,Banyule,1 Residential,12 Dwelling  - non-private,127 Other Dwelling,18
2020,June,Banyule,1 Residential,13 Grounds/surrounding land,132 Backyard,29
2020,June,Banyule,1 Residential,13 Grounds/surrounding land,133 Frontyard,187
2020,June,Banyule,1 Residential,13 Grounds/surrounding land,134 Garage,52
2020,June,Banyule,1 Residential,13 Grounds/surrounding land,135 Shed,18
2020,June,Banyule,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,13
2020,June,Banyule,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),25
2020,June,Banyule,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,377
2020,June,Banyule,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,59
2020,June,Banyule,2 Community,21 Education,211 School,42
2020,June,Banyule,2 Community,21 Education,212 School Grounds,27
2020,June,Banyule,2 Community,21 Education,213 Other Educational,9
2020,June,Banyule,2 Community,22 Health,221 Hospital,104
2020,June,Banyule,2 Community,22 Health,222 Medical Centre,19
2020,June,Banyule,2 Community,22 Health,223 Dental,3
2020,June,Banyule,2 Community,22 Health,224 Other Health,32
2020,June,Banyule,2 Community,23 Religious,231 Church,6
2020,June,Banyule,2 Community,23 Religious,232 Other religious,2
2020,June,Banyule,2 Community,24 Public Transport,241 Train,6
2020,June,Banyule,2 Community,24 Public Transport,242 Train Station,127
2020,June,Banyule,2 Community,24 Public Transport,243 Railway Carpark,66
2020,June,Banyule,2 Community,24 Public Transport,244 Tram/Tram Stop,1
2020,June,Banyule,2 Community,24 Public Transport,245 Bus/Bus Stop,26
2020,June,Banyule,2 Community,24 Public Transport,249 Taxi,5
2020,June,Banyule,2 Community,25 Other Transport,251 Private Car,13
2020,June,Banyule,2 Community,25 Other Transport,255 Carpark (Single Level),102
2020,June,Banyule,2 Community,25 Other Transport,256 Carpark (Multi Level),31
2020,June,Banyule,2 Community,25 Other Transport,257 Other Transport Type/Area,8
2020,June,Banyule,2 Community,26 Justice,261 Police Station,223
2020,June,Banyule,2 Community,26 Justice,262 Court,455
2020,June,Banyule,2 Community,26 Justice,264 Youth Training Centre,3
2020,June,Banyule,2 Community,26 Justice,265 Other Justice Facility,10
2020,June,Banyule,2 Community,26 Justice,269 Other Justice (nec),2
2020,June,Banyule,2 Community,27 Open Space,271 Parkland/Reserve,72
2020,June,Banyule,2 Community,27 Open Space,272 Rural,1
2020,June,Banyule,2 Community,27 Open Space,273 Vacant Block,1
2020,June,Banyule,2 Community,27 Open Space,275 Other Open Space,10
2020,June,Banyule,2 Community,28 Street/footpath,281 Street/Lane/Footpath,1085
2020,June,Banyule,2 Community,29 Other community location,292 Civic Centre,9
2020,June,Banyule,2 Community,29 Other community location,294 Car Wash,3
2020,June,Banyule,3 Other,31 Admin/professional,311 Business Office,20
2020,June,Banyule,3 Other,31 Admin/professional,312 Other Admin/Professional,10
2020,June,Banyule,3 Other,32 Financial,321 Bank,7
2020,June,Banyule,3 Other,32 Financial,323 ATM/Eftpos,1
2020,June,Banyule,3 Other,32 Financial,324 Other Financial,1
2020,June,Banyule,3 Other,33 Retail,331 Chemist/Pharmacy,60
2020,June,Banyule,3 Other,33 Retail,3310 24Hr Convenience,10
2020,June,Banyule,3 Other,33 Retail,3311 Restaurant/Fastfood,78
2020,June,Banyule,3 Other,33 Retail,3312 Other Retail,181
2020,June,Banyule,3 Other,33 Retail,332 Service Station,136
2020,June,Banyule,3 Other,33 Retail,333 Jeweller,1
2020,June,Banyule,3 Other,33 Retail,334 2nd Hand Dealer,11
2020,June,Banyule,3 Other,33 Retail,335 Supermarket,139
2020,June,Banyule,3 Other,33 Retail,336 Department Store,24
2020,June,Banyule,3 Other,33 Retail,337 Shopping Complex,186
2020,June,Banyule,3 Other,33 Retail,338 Car Sales Yard,7
2020,June,Banyule,3 Other,33 Retail,339 Milkbar,8
2020,June,Banyule,3 Other,35 Warehousing/storage,351 Warehousing/Storage,16
