Year,Year ending,Local Government Area,Location Division,Location Subdivision,Location Group,Incidents Recorded
2020,June,Banyule,3 Other,36 Manufacturing,361 Factory,30
2020,June,Banyule,3 Other,36 Manufacturing,362 Any Manufacturing,13
2020,June,Banyule,3 Other,38 Recreational,381 Licensed Premises,60
2020,June,Banyule,3 Other,38 Recreational,382 Tab,3
2020,June,Banyule,3 Other,38 Recreational,384 Sport Area/Facility,31
2020,June,Banyule,3 Other,38 Recreational,385 Gaming Venue,5
2020,June,Banyule,3 Other,38 Recreational,386 Other Rec./Sports,30
2020,June,Banyule,3 Other,39 Other location,391 Brothel/Sexual Services Premises,7
2020,June,Banyule,3 Other,39 Other location,392 Other Location (Not Elsewhere),66
2020,June,Banyule,3 Other,39 Other location,393 Construction Site,21
2020,June,Banyule,3 Other,39 Other location,394 Veterinary Clinic,1
2020,June,Bass Coast,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,57
2020,June,Bass Coast,1 Residential,11 Dwelling - private,112 House,685
2020,June,Bass Coast,1 Residential,11 Dwelling - private,113 Bungalow,3
2020,June,Bass Coast,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,21
2020,June,Bass Coast,1 Residential,11 Dwelling - private,115 Houseboat,1
2020,June,Bass Coast,1 Residential,11 Dwelling - private,116 Ministry Of Housing,3
2020,June,Bass Coast,1 Residential,11 Dwelling - private,117 Farm House,9
2020,June,Bass Coast,1 Residential,12 Dwelling  - non-private,121 Boarding House,1
2020,June,Bass Coast,1 Residential,12 Dwelling  - non-private,122 Holiday Home,48
2020,June,Bass Coast,1 Residential,12 Dwelling  - non-private,123 Guest House,2
2020,June,Bass Coast,1 Residential,12 Dwelling  - non-private,124 Nursing Home,1
2020,June,Bass Coast,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,15
2020,June,Bass Coast,1 Residential,12 Dwelling  - non-private,127 Other Dwelling,2
2020,June,Bass Coast,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,1
2020,June,Bass Coast,1 Residential,13 Grounds/surrounding land,1310 Farm Building,12
2020,June,Bass Coast,1 Residential,13 Grounds/surrounding land,132 Backyard,21
2020,June,Bass Coast,1 Residential,13 Grounds/surrounding land,133 Frontyard,82
2020,June,Bass Coast,1 Residential,13 Grounds/surrounding land,134 Garage,26
2020,June,Bass Coast,1 Residential,13 Grounds/surrounding land,135 Shed,20
2020,June,Bass Coast,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,14
2020,June,Bass Coast,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),3
2020,June,Bass Coast,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,66
2020,June,Bass Coast,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,5
2020,June,Bass Coast,2 Community,21 Education,211 School,23
2020,June,Bass Coast,2 Community,21 Education,212 School Grounds,3
2020,June,Bass Coast,2 Community,21 Education,213 Other Educational,5
2020,June,Bass Coast,2 Community,22 Health,221 Hospital,9
2020,June,Bass Coast,2 Community,22 Health,222 Medical Centre,4
2020,June,Bass Coast,2 Community,22 Health,224 Other Health,4
2020,June,Bass Coast,2 Community,23 Religious,231 Church,1
2020,June,Bass Coast,2 Community,24 Public Transport,245 Bus/Bus Stop,1
2020,June,Bass Coast,2 Community,25 Other Transport,251 Private Car,3
2020,June,Bass Coast,2 Community,25 Other Transport,253 Boat,4
2020,June,Bass Coast,2 Community,25 Other Transport,254 Dock/Wharf,1
2020,June,Bass Coast,2 Community,25 Other Transport,255 Carpark (Single Level),42
2020,June,Bass Coast,2 Community,25 Other Transport,257 Other Transport Type/Area,3
2020,June,Bass Coast,2 Community,26 Justice,261 Police Station,12
2020,June,Bass Coast,2 Community,26 Justice,262 Court,6
2020,June,Bass Coast,2 Community,26 Justice,264 Youth Training Centre,1
2020,June,Bass Coast,2 Community,26 Justice,265 Other Justice Facility,1
2020,June,Bass Coast,2 Community,27 Open Space,271 Parkland/Reserve,21
2020,June,Bass Coast,2 Community,27 Open Space,272 Rural,4
2020,June,Bass Coast,2 Community,27 Open Space,273 Vacant Block,2
2020,June,Bass Coast,2 Community,27 Open Space,274 Beach Foreshore,18
2020,June,Bass Coast,2 Community,27 Open Space,275 Other Open Space,6
2020,June,Bass Coast,2 Community,27 Open Space,276 Beach Car Park,11
2020,June,Bass Coast,2 Community,28 Street/footpath,281 Street/Lane/Footpath,215
2020,June,Bass Coast,2 Community,29 Other community location,292 Civic Centre,4
2020,June,Bass Coast,3 Other,31 Admin/professional,311 Business Office,2
2020,June,Bass Coast,3 Other,31 Admin/professional,312 Other Admin/Professional,3
2020,June,Bass Coast,3 Other,32 Financial,321 Bank,1
2020,June,Bass Coast,3 Other,32 Financial,323 ATM/Eftpos,1
2020,June,Bass Coast,3 Other,33 Retail,331 Chemist/Pharmacy,2
2020,June,Bass Coast,3 Other,33 Retail,3311 Restaurant/Fastfood,15
2020,June,Bass Coast,3 Other,33 Retail,3312 Other Retail,54
2020,June,Bass Coast,3 Other,33 Retail,332 Service Station,43
2020,June,Bass Coast,3 Other,33 Retail,334 2nd Hand Dealer,2
2020,June,Bass Coast,3 Other,33 Retail,335 Supermarket,39
2020,June,Bass Coast,3 Other,33 Retail,336 Department Store,8
2020,June,Bass Coast,3 Other,33 Retail,337 Shopping Complex,18
2020,June,Bass Coast,3 Other,33 Retail,339 Milkbar,1
2020,June,Bass Coast,3 Other,35 Warehousing/storage,351 Warehousing/Storage,4
2020,June,Bass Coast,3 Other,36 Manufacturing,362 Any Manufacturing,1
2020,June,Bass Coast,3 Other,37 Agricultural,371 Farmland/Agricultural,9
2020,June,Bass Coast,3 Other,37 Agricultural,373 Other Agricultural,4
2020,June,Bass Coast,3 Other,38 Recreational,381 Licensed Premises,25
2020,June,Bass Coast,3 Other,38 Recreational,384 Sport Area/Facility,13
2020,June,Bass Coast,3 Other,38 Recreational,385 Gaming Venue,3
2020,June,Bass Coast,3 Other,38 Recreational,386 Other Rec./Sports,8
2020,June,Bass Coast,3 Other,39 Other location,392 Other Location (Not Elsewhere),22
2020,June,Bass Coast,3 Other,39 Other location,393 Construction Site,8
2020,June,Bass Coast,3 Other,39 Other location,394 Veterinary Clinic,2
2020,June,Baw Baw,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,65
2020,June,Baw Baw,1 Residential,11 Dwelling - private,112 House,999
2020,June,Baw Baw,1 Residential,11 Dwelling - private,113 Bungalow,6
2020,June,Baw Baw,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,28
2020,June,Baw Baw,1 Residential,11 Dwelling - private,115 Houseboat,1
2020,June,Baw Baw,1 Residential,11 Dwelling - private,116 Ministry Of Housing,5
2020,June,Baw Baw,1 Residential,11 Dwelling - private,117 Farm House,36
2020,June,Baw Baw,1 Residential,12 Dwelling  - non-private,121 Boarding House,1
2020,June,Baw Baw,1 Residential,12 Dwelling  - non-private,122 Holiday Home,1
2020,June,Baw Baw,1 Residential,12 Dwelling  - non-private,124 Nursing Home,1
2020,June,Baw Baw,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,17
2020,June,Baw Baw,1 Residential,12 Dwelling  - non-private,127 Other Dwelling,14
2020,June,Baw Baw,1 Residential,13 Grounds/surrounding land,1310 Farm Building,15
2020,June,Baw Baw,1 Residential,13 Grounds/surrounding land,132 Backyard,29
2020,June,Baw Baw,1 Residential,13 Grounds/surrounding land,133 Frontyard,107
2020,June,Baw Baw,1 Residential,13 Grounds/surrounding land,134 Garage,39
2020,June,Baw Baw,1 Residential,13 Grounds/surrounding land,135 Shed,59
2020,June,Baw Baw,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,22
2020,June,Baw Baw,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),10
2020,June,Baw Baw,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,227
2020,June,Baw Baw,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,8
2020,June,Baw Baw,2 Community,21 Education,211 School,33
2020,June,Baw Baw,2 Community,21 Education,212 School Grounds,11
2020,June,Baw Baw,2 Community,21 Education,213 Other Educational,7
2020,June,Baw Baw,2 Community,22 Health,221 Hospital,7
2020,June,Baw Baw,2 Community,22 Health,222 Medical Centre,6
2020,June,Baw Baw,2 Community,22 Health,224 Other Health,9
2020,June,Baw Baw,2 Community,23 Religious,231 Church,6
2020,June,Baw Baw,2 Community,24 Public Transport,241 Train,3
2020,June,Baw Baw,2 Community,24 Public Transport,242 Train Station,39
2020,June,Baw Baw,2 Community,24 Public Transport,243 Railway Carpark,22
2020,June,Baw Baw,2 Community,24 Public Transport,245 Bus/Bus Stop,3
2020,June,Baw Baw,2 Community,24 Public Transport,246 Depot/Terminal,1
2020,June,Baw Baw,2 Community,24 Public Transport,249 Taxi,3
2020,June,Baw Baw,2 Community,25 Other Transport,251 Private Car,12
2020,June,Baw Baw,2 Community,25 Other Transport,255 Carpark (Single Level),62
2020,June,Baw Baw,2 Community,25 Other Transport,256 Carpark (Multi Level),2
2020,June,Baw Baw,2 Community,25 Other Transport,257 Other Transport Type/Area,5
2020,June,Baw Baw,2 Community,26 Justice,261 Police Station,33
2020,June,Baw Baw,2 Community,26 Justice,262 Court,1
2020,June,Baw Baw,2 Community,27 Open Space,271 Parkland/Reserve,87
2020,June,Baw Baw,2 Community,27 Open Space,272 Rural,21
2020,June,Baw Baw,2 Community,27 Open Space,273 Vacant Block,4
2020,June,Baw Baw,2 Community,27 Open Space,275 Other Open Space,23
2020,June,Baw Baw,2 Community,28 Street/footpath,281 Street/Lane/Footpath,615
2020,June,Baw Baw,2 Community,29 Other community location,291 Cemetery,4
2020,June,Baw Baw,2 Community,29 Other community location,292 Civic Centre,8
2020,June,Baw Baw,2 Community,29 Other community location,294 Car Wash,3
2020,June,Baw Baw,3 Other,31 Admin/professional,311 Business Office,25
2020,June,Baw Baw,3 Other,31 Admin/professional,312 Other Admin/Professional,5
2020,June,Baw Baw,3 Other,32 Financial,321 Bank,8
2020,June,Baw Baw,3 Other,32 Financial,323 ATM/Eftpos,1
2020,June,Baw Baw,3 Other,33 Retail,331 Chemist/Pharmacy,5
2020,June,Baw Baw,3 Other,33 Retail,3310 24Hr Convenience,4
2020,June,Baw Baw,3 Other,33 Retail,3311 Restaurant/Fastfood,56
2020,June,Baw Baw,3 Other,33 Retail,3312 Other Retail,117
2020,June,Baw Baw,3 Other,33 Retail,332 Service Station,115
2020,June,Baw Baw,3 Other,33 Retail,333 Jeweller,2
2020,June,Baw Baw,3 Other,33 Retail,335 Supermarket,78
2020,June,Baw Baw,3 Other,33 Retail,336 Department Store,12
2020,June,Baw Baw,3 Other,33 Retail,337 Shopping Complex,15
2020,June,Baw Baw,3 Other,33 Retail,338 Car Sales Yard,10
2020,June,Baw Baw,3 Other,33 Retail,339 Milkbar,6
2020,June,Baw Baw,3 Other,34 Wholesale,341 Any Wholesale,1
2020,June,Baw Baw,3 Other,35 Warehousing/storage,351 Warehousing/Storage,4
2020,June,Baw Baw,3 Other,36 Manufacturing,361 Factory,17
2020,June,Baw Baw,3 Other,36 Manufacturing,362 Any Manufacturing,6
2020,June,Baw Baw,3 Other,37 Agricultural,371 Farmland/Agricultural,42
2020,June,Baw Baw,3 Other,37 Agricultural,373 Other Agricultural,11
2020,June,Baw Baw,3 Other,38 Recreational,381 Licensed Premises,44
2020,June,Baw Baw,3 Other,38 Recreational,383 Cinema,2
2020,June,Baw Baw,3 Other,38 Recreational,384 Sport Area/Facility,23
2020,June,Baw Baw,3 Other,38 Recreational,385 Gaming Venue,6
2020,June,Baw Baw,3 Other,38 Recreational,386 Other Rec./Sports,27
2020,June,Baw Baw,3 Other,39 Other location,392 Other Location (Not Elsewhere),81
2020,June,Baw Baw,3 Other,39 Other location,393 Construction Site,19
2020,June,Bayside,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,310
2020,June,Bayside,1 Residential,11 Dwelling - private,112 House,1038
2020,June,Bayside,1 Residential,11 Dwelling - private,113 Bungalow,2
2020,June,Bayside,1 Residential,11 Dwelling - private,115 Houseboat,1
2020,June,Bayside,1 Residential,11 Dwelling - private,116 Ministry Of Housing,28
2020,June,Bayside,1 Residential,12 Dwelling  - non-private,121 Boarding House,5
2020,June,Bayside,1 Residential,12 Dwelling  - non-private,122 Holiday Home,1
2020,June,Bayside,1 Residential,12 Dwelling  - non-private,124 Nursing Home,8
2020,June,Bayside,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,1
2020,June,Bayside,1 Residential,12 Dwelling  - non-private,127 Other Dwelling,6
2020,June,Bayside,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,2
2020,June,Bayside,1 Residential,13 Grounds/surrounding land,132 Backyard,26
2020,June,Bayside,1 Residential,13 Grounds/surrounding land,133 Frontyard,140
2020,June,Bayside,1 Residential,13 Grounds/surrounding land,134 Garage,63
2020,June,Bayside,1 Residential,13 Grounds/surrounding land,135 Shed,11
2020,June,Bayside,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,35
2020,June,Bayside,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),18
2020,June,Bayside,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,370
2020,June,Bayside,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,64
2020,June,Bayside,2 Community,21 Education,211 School,32
2020,June,Bayside,2 Community,21 Education,212 School Grounds,17
2020,June,Bayside,2 Community,21 Education,213 Other Educational,8
2020,June,Bayside,2 Community,22 Health,222 Medical Centre,10
2020,June,Bayside,2 Community,22 Health,223 Dental,1
2020,June,Bayside,2 Community,22 Health,224 Other Health,8
2020,June,Bayside,2 Community,23 Religious,231 Church,10
2020,June,Bayside,2 Community,23 Religious,232 Other religious,1
2020,June,Bayside,2 Community,24 Public Transport,241 Train,5
2020,June,Bayside,2 Community,24 Public Transport,242 Train Station,96
2020,June,Bayside,2 Community,24 Public Transport,243 Railway Carpark,12
2020,June,Bayside,2 Community,24 Public Transport,244 Tram/Tram Stop,2
2020,June,Bayside,2 Community,24 Public Transport,245 Bus/Bus Stop,11
2020,June,Bayside,2 Community,24 Public Transport,246 Depot/Terminal,1
2020,June,Bayside,2 Community,24 Public Transport,249 Taxi,3
2020,June,Bayside,2 Community,25 Other Transport,251 Private Car,7
2020,June,Bayside,2 Community,25 Other Transport,253 Boat,5
2020,June,Bayside,2 Community,25 Other Transport,254 Dock/Wharf,1
2020,June,Bayside,2 Community,25 Other Transport,255 Carpark (Single Level),69
2020,June,Bayside,2 Community,25 Other Transport,256 Carpark (Multi Level),7
2020,June,Bayside,2 Community,25 Other Transport,257 Other Transport Type/Area,3
2020,June,Bayside,2 Community,26 Justice,261 Police Station,28
2020,June,Bayside,2 Community,26 Justice,262 Court,6
2020,June,Bayside,2 Community,26 Justice,265 Other Justice Facility,1
2020,June,Bayside,2 Community,27 Open Space,271 Parkland/Reserve,46
2020,June,Bayside,2 Community,27 Open Space,274 Beach Foreshore,25
2020,June,Bayside,2 Community,27 Open Space,275 Other Open Space,4
2020,June,Bayside,2 Community,27 Open Space,276 Beach Car Park,9
2020,June,Bayside,2 Community,28 Street/footpath,281 Street/Lane/Footpath,796
2020,June,Bayside,2 Community,29 Other community location,292 Civic Centre,5
2020,June,Bayside,2 Community,29 Other community location,294 Car Wash,7
2020,June,Bayside,3 Other,31 Admin/professional,311 Business Office,37
2020,June,Bayside,3 Other,31 Admin/professional,312 Other Admin/Professional,6
2020,June,Bayside,3 Other,32 Financial,321 Bank,9
2020,June,Bayside,3 Other,32 Financial,323 ATM/Eftpos,1
2020,June,Bayside,3 Other,32 Financial,324 Other Financial,1
2020,June,Bayside,3 Other,33 Retail,331 Chemist/Pharmacy,19
2020,June,Bayside,3 Other,33 Retail,3310 24Hr Convenience,32
2020,June,Bayside,3 Other,33 Retail,3311 Restaurant/Fastfood,39
2020,June,Bayside,3 Other,33 Retail,3312 Other Retail,149
2020,June,Bayside,3 Other,33 Retail,332 Service Station,51
2020,June,Bayside,3 Other,33 Retail,333 Jeweller,1
2020,June,Bayside,3 Other,33 Retail,335 Supermarket,89
2020,June,Bayside,3 Other,33 Retail,336 Department Store,19
2020,June,Bayside,3 Other,33 Retail,337 Shopping Complex,17
2020,June,Bayside,3 Other,33 Retail,338 Car Sales Yard,1
2020,June,Bayside,3 Other,33 Retail,339 Milkbar,4
2020,June,Bayside,3 Other,34 Wholesale,341 Any Wholesale,2
2020,June,Bayside,3 Other,35 Warehousing/storage,351 Warehousing/Storage,4
2020,June,Bayside,3 Other,36 Manufacturing,361 Factory,8
2020,June,Bayside,3 Other,36 Manufacturing,362 Any Manufacturing,1
2020,June,Bayside,3 Other,38 Recreational,381 Licensed Premises,15
2020,June,Bayside,3 Other,38 Recreational,384 Sport Area/Facility,14
2020,June,Bayside,3 Other,38 Recreational,385 Gaming Venue,1
2020,June,Bayside,3 Other,38 Recreational,386 Other Rec./Sports,19
2020,June,Bayside,3 Other,39 Other location,392 Other Location (Not Elsewhere),37
2020,June,Bayside,3 Other,39 Other location,393 Construction Site,20
2020,June,Benalla,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,26
2020,June,Benalla,1 Residential,11 Dwelling - private,112 House,312
2020,June,Benalla,1 Residential,11 Dwelling - private,113 Bungalow,1
2020,June,Benalla,1 Residential,11 Dwelling - private,116 Ministry Of Housing,8
2020,June,Benalla,1 Residential,11 Dwelling - private,117 Farm House,6
2020,June,Benalla,1 Residential,12 Dwelling  - non-private,122 Holiday Home,1
2020,June,Benalla,1 Residential,12 Dwelling  - non-private,124 Nursing Home,3
2020,June,Benalla,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,4
2020,June,Benalla,1 Residential,13 Grounds/surrounding land,1310 Farm Building,2
2020,June,Benalla,1 Residential,13 Grounds/surrounding land,132 Backyard,16
2020,June,Benalla,1 Residential,13 Grounds/surrounding land,133 Frontyard,32
2020,June,Benalla,1 Residential,13 Grounds/surrounding land,134 Garage,7
2020,June,Benalla,1 Residential,13 Grounds/surrounding land,135 Shed,22
2020,June,Benalla,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,2
